"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast","ROIName","contrastName","Group"
4,4182,418,1,0.324801,3,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.078126,3,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.030471,3,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,-0.25925,4,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.679432,4,1,"LTPJ","low","ToMCustom"
3,1525,152,1,0.252735,4,1,"MMPFC","low","ToMCustom"
4,4182,418,1,0.130588,4,1,"PC","low","ToMCustom"
5,3419,341,1,-0.062932,4,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.249803,4,1,"RSTS","low","ToMCustom"
1,1885,188,1,0.339267,4,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.899395,4,2,"LTPJ","med","ToMCustom"
3,1525,152,1,0.717865,4,2,"MMPFC","med","ToMCustom"
4,4182,418,1,0.319279,4,2,"PC","med","ToMCustom"
5,3419,341,1,0.135768,4,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.484824,4,2,"RSTS","med","ToMCustom"
1,1885,188,1,0.202012,4,3,"DMPFC","high","ToMCustom"
2,3322,332,1,1.263913,4,3,"LTPJ","high","ToMCustom"
3,1525,152,1,0.134862,4,3,"MMPFC","high","ToMCustom"
4,4182,418,1,0.642945,4,3,"PC","high","ToMCustom"
5,3419,341,1,0.464058,4,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.910152,4,3,"RSTS","high","ToMCustom"
1,1885,188,1,-0.714125,4,4,"DMPFC","other","ToMCustom"
2,3322,332,1,1.418728,4,4,"LTPJ","other","ToMCustom"
3,1525,152,1,0.064046,4,4,"MMPFC","other","ToMCustom"
4,4182,418,1,0.459654,4,4,"PC","other","ToMCustom"
5,3419,341,1,0.382176,4,4,"RTPJ","other","ToMCustom"
7,4051,405,1,0.641517,4,4,"RSTS","other","ToMCustom"
1,1885,188,1,0.461262,4,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.584482,4,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,-0.117873,4,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.512357,4,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.52699,4,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.660348,4,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,-0.073352,5,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.037929,5,1,"LTPJ","low","ToMCustom"
3,1525,152,1,-0.17983,5,1,"MMPFC","low","ToMCustom"
4,4182,418,1,-0.194187,5,1,"PC","low","ToMCustom"
5,3419,341,1,-0.14226,5,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.064315,5,1,"RSTS","low","ToMCustom"
1,1885,188,1,0.178203,5,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.356964,5,2,"LTPJ","med","ToMCustom"
3,1525,152,1,0.051027,5,2,"MMPFC","med","ToMCustom"
4,4182,418,1,0.074221,5,2,"PC","med","ToMCustom"
5,3419,341,1,0.179746,5,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.222671,5,2,"RSTS","med","ToMCustom"
1,1885,188,1,0.244348,5,3,"DMPFC","high","ToMCustom"
2,3322,332,1,0.521708,5,3,"LTPJ","high","ToMCustom"
3,1525,152,1,0.257904,5,3,"MMPFC","high","ToMCustom"
4,4182,418,1,0.13106,5,3,"PC","high","ToMCustom"
5,3419,341,1,0.265229,5,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.282673,5,3,"RSTS","high","ToMCustom"
1,1885,188,1,0.261874,5,4,"DMPFC","other","ToMCustom"
2,3322,332,1,0.242802,5,4,"LTPJ","other","ToMCustom"
3,1525,152,1,-0.064655,5,4,"MMPFC","other","ToMCustom"
4,4182,418,1,-0.077173,5,4,"PC","other","ToMCustom"
5,3419,341,1,0.211031,5,4,"RTPJ","other","ToMCustom"
7,4051,405,1,0.146536,5,4,"RSTS","other","ToMCustom"
1,1885,188,1,0.3177,5,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.483779,5,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,0.437734,5,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.325248,5,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.407489,5,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.218357,5,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,0.793488,6,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.382982,6,1,"LTPJ","low","ToMCustom"
3,1525,152,1,-0.438391,6,1,"MMPFC","low","ToMCustom"
4,4182,418,1,-0.335013,6,1,"PC","low","ToMCustom"
5,3419,341,1,-0.077599,6,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.183364,6,1,"RSTS","low","ToMCustom"
1,1885,188,1,0.966785,6,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.510606,6,2,"LTPJ","med","ToMCustom"
3,1525,152,1,0.238156,6,2,"MMPFC","med","ToMCustom"
4,4182,418,1,-0.041877,6,2,"PC","med","ToMCustom"
5,3419,341,1,0.153285,6,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.521386,6,2,"RSTS","med","ToMCustom"
1,1885,188,1,0.208243,6,3,"DMPFC","high","ToMCustom"
2,3322,332,1,0.722449,6,3,"LTPJ","high","ToMCustom"
3,1525,152,1,0.263892,6,3,"MMPFC","high","ToMCustom"
4,4182,418,1,-0.099958,6,3,"PC","high","ToMCustom"
5,3419,341,1,-0.252934,6,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.30113,6,3,"RSTS","high","ToMCustom"
1,1885,188,1,-0.164379,6,4,"DMPFC","other","ToMCustom"
2,3322,332,1,0.229349,6,4,"LTPJ","other","ToMCustom"
3,1525,152,1,-1.100214,6,4,"MMPFC","other","ToMCustom"
4,4182,418,1,-0.507395,6,4,"PC","other","ToMCustom"
5,3419,341,1,-0.001179,6,4,"RTPJ","other","ToMCustom"
7,4051,405,1,-0.064223,6,4,"RSTS","other","ToMCustom"
1,1885,188,1,-0.585245,6,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.339468,6,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,0.702283,6,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.235056,6,5,"PC","paramfun","ToMCustom"
5,3419,341,1,-0.175335,6,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.117766,6,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,-0.249265,7,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.152005,7,1,"LTPJ","low","ToMCustom"
3,1525,152,1,-0.314308,7,1,"MMPFC","low","ToMCustom"
4,4182,418,1,-0.468097,7,1,"PC","low","ToMCustom"
5,3419,341,1,-0.424252,7,1,"RTPJ","low","ToMCustom"
7,4051,405,1,-0.154536,7,1,"RSTS","low","ToMCustom"
1,1885,188,1,-0.342185,7,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.158813,7,2,"LTPJ","med","ToMCustom"
3,1525,152,1,-0.269299,7,2,"MMPFC","med","ToMCustom"
4,4182,418,1,-0.443148,7,2,"PC","med","ToMCustom"
5,3419,341,1,-0.384792,7,2,"RTPJ","med","ToMCustom"
7,4051,405,1,-0.34084,7,2,"RSTS","med","ToMCustom"
1,1885,188,1,-1.10034,7,3,"DMPFC","high","ToMCustom"
2,3322,332,1,0.607559,7,3,"LTPJ","high","ToMCustom"
3,1525,152,1,-0.737635,7,3,"MMPFC","high","ToMCustom"
4,4182,418,1,-0.261599,7,3,"PC","high","ToMCustom"
5,3419,341,1,-0.275543,7,3,"RTPJ","high","ToMCustom"
7,4051,405,1,-0.277173,7,3,"RSTS","high","ToMCustom"
1,1885,188,1,-0.200307,7,4,"DMPFC","other","ToMCustom"
2,3322,332,1,0.776524,7,4,"LTPJ","other","ToMCustom"
3,1525,152,1,-0.215017,7,4,"MMPFC","other","ToMCustom"
4,4182,418,1,0.072931,7,4,"PC","other","ToMCustom"
5,3419,341,1,0.072826,7,4,"RTPJ","other","ToMCustom"
7,4051,405,1,0.032997,7,4,"RSTS","other","ToMCustom"
1,1885,188,1,-0.851075,7,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.455554,7,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,-0.423327,7,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.206497,7,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.148708,7,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,-0.122637,7,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,0.31839,8,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.465425,8,1,"LTPJ","low","ToMCustom"
3,1525,152,1,-0.322797,8,1,"MMPFC","low","ToMCustom"
4,4182,418,1,0.049482,8,1,"PC","low","ToMCustom"
5,3419,341,1,-0.287301,8,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.06776,8,1,"RSTS","low","ToMCustom"
1,1885,188,1,0.316723,8,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.344766,8,2,"LTPJ","med","ToMCustom"
3,1525,152,1,-0.152934,8,2,"MMPFC","med","ToMCustom"
4,4182,418,1,0.097039,8,2,"PC","med","ToMCustom"
5,3419,341,1,-0.132652,8,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.125451,8,2,"RSTS","med","ToMCustom"
1,1885,188,1,0.800445,8,3,"DMPFC","high","ToMCustom"
2,3322,332,1,0.841694,8,3,"LTPJ","high","ToMCustom"
3,1525,152,1,0.087571,8,3,"MMPFC","high","ToMCustom"
4,4182,418,1,0.37461,8,3,"PC","high","ToMCustom"
5,3419,341,1,0.321608,8,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.36331,8,3,"RSTS","high","ToMCustom"
1,1885,188,1,0.095017,8,4,"DMPFC","other","ToMCustom"
2,3322,332,1,0.316229,8,4,"LTPJ","other","ToMCustom"
3,1525,152,1,-0.394614,8,4,"MMPFC","other","ToMCustom"
4,4182,418,1,0.02984,8,4,"PC","other","ToMCustom"
5,3419,341,1,-0.071129,8,4,"RTPJ","other","ToMCustom"
7,4051,405,1,-0.083093,8,4,"RSTS","other","ToMCustom"
1,1885,188,1,0.482054,8,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.376269,8,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,0.410367,8,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.325128,8,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.608909,8,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.29555,8,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,0.475061,9,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.724083,9,1,"LTPJ","low","ToMCustom"
3,1525,152,1,0.247298,9,1,"MMPFC","low","ToMCustom"
4,4182,418,1,-0.041483,9,1,"PC","low","ToMCustom"
5,3419,341,1,0.051093,9,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.225421,9,1,"RSTS","low","ToMCustom"
1,1885,188,1,0.866038,9,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.873216,9,2,"LTPJ","med","ToMCustom"
3,1525,152,1,0.747246,9,2,"MMPFC","med","ToMCustom"
4,4182,418,1,0.055194,9,2,"PC","med","ToMCustom"
5,3419,341,1,0.215225,9,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.287981,9,2,"RSTS","med","ToMCustom"
1,1885,188,1,1.146754,9,3,"DMPFC","high","ToMCustom"
2,3322,332,1,1.048026,9,3,"LTPJ","high","ToMCustom"
3,1525,152,1,0.805188,9,3,"MMPFC","high","ToMCustom"
4,4182,418,1,0.09813,9,3,"PC","high","ToMCustom"
5,3419,341,1,0.195227,9,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.335737,9,3,"RSTS","high","ToMCustom"
1,1885,188,1,1.351008,9,4,"DMPFC","other","ToMCustom"
2,3322,332,1,1.238529,9,4,"LTPJ","other","ToMCustom"
3,1525,152,1,1.284536,9,4,"MMPFC","other","ToMCustom"
4,4182,418,1,0.192288,9,4,"PC","other","ToMCustom"
5,3419,341,1,0.557445,9,4,"RTPJ","other","ToMCustom"
7,4051,405,1,0.619959,9,4,"RSTS","other","ToMCustom"
1,1885,188,1,0.671693,9,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.323943,9,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,0.557891,9,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.139613,9,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.144134,9,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.110316,9,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,0.089135,10,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.119241,10,1,"LTPJ","low","ToMCustom"
3,1525,152,1,-0.885011,10,1,"MMPFC","low","ToMCustom"
4,4182,418,1,-0.313792,10,1,"PC","low","ToMCustom"
5,3419,341,1,-0.075344,10,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.121629,10,1,"RSTS","low","ToMCustom"
1,1885,188,1,0.745156,10,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.370635,10,2,"LTPJ","med","ToMCustom"
3,1525,152,1,-0.505809,10,2,"MMPFC","med","ToMCustom"
4,4182,418,1,-0.120766,10,2,"PC","med","ToMCustom"
5,3419,341,1,-0.059418,10,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.257084,10,2,"RSTS","med","ToMCustom"
1,1885,188,1,0.986964,10,3,"DMPFC","high","ToMCustom"
2,3322,332,1,0.477567,10,3,"LTPJ","high","ToMCustom"
3,1525,152,1,-0.001838,10,3,"MMPFC","high","ToMCustom"
4,4182,418,1,-0.032879,10,3,"PC","high","ToMCustom"
5,3419,341,1,0.319547,10,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.443402,10,3,"RSTS","high","ToMCustom"
1,1885,188,1,0.026271,10,4,"DMPFC","other","ToMCustom"
2,3322,332,1,0.438084,10,4,"LTPJ","other","ToMCustom"
3,1525,152,1,-0.927421,10,4,"MMPFC","other","ToMCustom"
4,4182,418,1,-0.156225,10,4,"PC","other","ToMCustom"
5,3419,341,1,0.221606,10,4,"RTPJ","other","ToMCustom"
7,4051,405,1,0.34676,10,4,"RSTS","other","ToMCustom"
1,1885,188,1,0.89783,10,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.358326,10,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,0.883173,10,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.280913,10,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.39489,10,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.321773,10,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,0.724469,11,1,"DMPFC","low","ToMCustom"
2,3322,332,1,0.373916,11,1,"LTPJ","low","ToMCustom"
3,1525,152,1,-1.403165,11,1,"MMPFC","low","ToMCustom"
4,4182,418,1,-0.126739,11,1,"PC","low","ToMCustom"
5,3419,341,1,-0.280534,11,1,"RTPJ","low","ToMCustom"
7,4051,405,1,-0.009242,11,1,"RSTS","low","ToMCustom"
1,1885,188,1,0.817262,11,2,"DMPFC","med","ToMCustom"
2,3322,332,1,0.67353,11,2,"LTPJ","med","ToMCustom"
3,1525,152,1,-0.173138,11,2,"MMPFC","med","ToMCustom"
4,4182,418,1,0.00747,11,2,"PC","med","ToMCustom"
5,3419,341,1,-0.038242,11,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.225248,11,2,"RSTS","med","ToMCustom"
1,1885,188,1,1.315279,11,3,"DMPFC","high","ToMCustom"
2,3322,332,1,0.683423,11,3,"LTPJ","high","ToMCustom"
3,1525,152,1,0.243824,11,3,"MMPFC","high","ToMCustom"
4,4182,418,1,-0.073204,11,3,"PC","high","ToMCustom"
5,3419,341,1,-0.096707,11,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.203098,11,3,"RSTS","high","ToMCustom"
1,1885,188,1,-0.026604,11,4,"DMPFC","other","ToMCustom"
2,3322,332,1,0.189548,11,4,"LTPJ","other","ToMCustom"
3,1525,152,1,-1.083262,11,4,"MMPFC","other","ToMCustom"
4,4182,418,1,-0.481684,11,4,"PC","other","ToMCustom"
5,3419,341,1,-0.468755,11,4,"RTPJ","other","ToMCustom"
7,4051,405,1,-0.304433,11,4,"RSTS","other","ToMCustom"
1,1885,188,1,0.59081,11,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.309507,11,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,1.646989,11,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,0.053536,11,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.183827,11,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,0.212339,11,5,"RSTS","paramfun","ToMCustom"
1,1885,188,1,0.616802,12,1,"DMPFC","low","ToMCustom"
2,3322,332,1,1.052737,12,1,"LTPJ","low","ToMCustom"
3,1525,152,1,0.209562,12,1,"MMPFC","low","ToMCustom"
4,4182,418,1,0.286358,12,1,"PC","low","ToMCustom"
5,3419,341,1,0.646527,12,1,"RTPJ","low","ToMCustom"
7,4051,405,1,0.450163,12,1,"RSTS","low","ToMCustom"
1,1885,188,1,1.000156,12,2,"DMPFC","med","ToMCustom"
2,3322,332,1,1.545111,12,2,"LTPJ","med","ToMCustom"
3,1525,152,1,0.547004,12,2,"MMPFC","med","ToMCustom"
4,4182,418,1,0.468698,12,2,"PC","med","ToMCustom"
5,3419,341,1,1.183587,12,2,"RTPJ","med","ToMCustom"
7,4051,405,1,0.523761,12,2,"RSTS","med","ToMCustom"
1,1885,188,1,0.657713,12,3,"DMPFC","high","ToMCustom"
2,3322,332,1,1.070019,12,3,"LTPJ","high","ToMCustom"
3,1525,152,1,0.428356,12,3,"MMPFC","high","ToMCustom"
4,4182,418,1,0.256685,12,3,"PC","high","ToMCustom"
5,3419,341,1,0.703451,12,3,"RTPJ","high","ToMCustom"
7,4051,405,1,0.390567,12,3,"RSTS","high","ToMCustom"
1,1885,188,1,1.38488,12,4,"DMPFC","other","ToMCustom"
2,3322,332,1,1.547799,12,4,"LTPJ","other","ToMCustom"
3,1525,152,1,1.38582,12,4,"MMPFC","other","ToMCustom"
4,4182,418,1,0.917019,12,4,"PC","other","ToMCustom"
5,3419,341,1,1.20461,12,4,"RTPJ","other","ToMCustom"
7,4051,405,1,0.653959,12,4,"RSTS","other","ToMCustom"
1,1885,188,1,0.040911,12,5,"DMPFC","paramfun","ToMCustom"
2,3322,332,1,0.017282,12,5,"LTPJ","paramfun","ToMCustom"
3,1525,152,1,0.218794,12,5,"MMPFC","paramfun","ToMCustom"
4,4182,418,1,-0.029673,12,5,"PC","paramfun","ToMCustom"
5,3419,341,1,0.056924,12,5,"RTPJ","paramfun","ToMCustom"
7,4051,405,1,-0.059596,12,5,"RSTS","paramfun","ToMCustom"
